x,y
0.8793969849246235,1.2841435092532694
0.9296482412060305,1.5183008829577576
0.9798994974874375,1.3786006252974357
1.0301507537688446,1.409771998806725
1.0804020100502516,1.3203668065123402
1.1306532663316586,1.3083387599115137
1.1809045226130657,1.471019225259797
1.2311557788944727,1.314064725819275
1.2814070351758797,1.3870158901439436
1.3316582914572868,1.093067614514645
1.3819095477386938,1.224814811301742
1.4321608040201008,1.307591347504891
1.4824120603015079,0.996299580858259
1.5326633165829149,1.052329622879585
1.582914572864322,0.8360056576468837
1.633165829145729,0.6692213663546199
1.683417085427136,1.1129132204866414
1.733668341708543,0.9374584934573699
1.78391959798995,0.7764760817325874
1.834170854271357,0.4358350102285314
1.884422110552764,0.7462218327058634
1.9346733668341711,0.7101668002076682
1.9849246231155782,0.3838172727941763
2.035175879396985,0.5913904592493437
2.085427135678392,0.4519929040137337
2.1356783919597992,0.25037497922371216
2.1859296482412063,0.20838501207231117
2.2361809045226133,0.169313440780866
2.2864321608040203,0.2798373810569005
2.3366834170854274,0.1383547185441237
2.3869346733668344,-0.11538202647019383
2.4371859296482414,-0.17094590480107866
2.4874371859296485,-0.06036782070883641
2.5376884422110555,0.26687236229855976
2.5879396984924625,-0.0699365719856316
2.6381909547738696,-0.09682940152522979
2.6884422110552766,-0.10794413372828873
2.7386934673366836,-0.2194649800893666
2.7889447236180906,-0.16362011686757094
2.8391959798994977,-0.2528510223634365
2.8894472361809047,0.052958932155514254
2.9396984924623117,-0.09519496280344575
2.9899497487437188,0.24910266785754495
3.0402010050251267,-0.033752239234157405
3.090452261306533,0.2618389958945401
3.1407035175879408,0.38576098846871404
3.190954773869347,0.49609543465090655
3.241206030150755,0.706675096338359
3.291457286432161,0.6089914087053977
3.341708542713569,0.5279163785880375
3.391959798994975,0.7604759027559644
3.442211055276383,0.8475393139136692
3.492462311557789,1.0536196083999858
3.542713567839197,1.252501891541841
3.592964824120603,1.096122348138555
3.643216080402011,1.4298948046934377
3.693467336683417,1.1691842625136828
3.743718592964825,1.405437491432319
3.7939698492462313,1.4411691685694537
3.844221105527639,1.8022182170796794
3.8944723618090453,2.0934178097485376
3.9447236180904532,1.7138190786650986
3.9949748743718594,1.8628207968213122
4.045226130653267,2.067679633791414
4.0954773869346734,2.017964821168395
4.145728643216081,2.1253545741157667
4.1959798994974875,2.1901357579121545
4.246231155778895,2.4236030006606533
4.296482412060302,2.3167849282290556
4.3467336683417095,2.38393679883013
4.396984924623116,2.6612881686506604
4.4472361809045236,2.5094208932105215
4.49748743718593,2.5271129839796087
4.547738693467338,2.695646153739273
4.597989949748744,2.6449389695921335
4.648241206030152,2.696866060320617
4.698492462311558,2.607089814125677
4.748743718592966,2.596573983690149
4.798994974874372,2.7479181236220245
4.84924623115578,2.497495438816993
4.899497487437186,2.5010044019487676
4.949748743718594,2.4335011939903795
5.0,2.4500942788686326
